Identifiant article;Code-barres article;Code article;Libellé;Famille;Fournisseur principal;Collection;Prix de revient HT article;Prix Détail (TTC);Prix unique;Catégorie;Grille masque des dimensions;Grille dimension 1;Code tarif;
22007                            X;;22007;LUYDIA;PULL;NOURRISSON;25H;26;90;-;PFL;25H;;;
22008                            X;;22008;LAUREN;PULL;NOURRISSON;25H;29;100;-;PFL;25H;;;
22009                            X;;22009;LAURA;GILET;NOURRISSON;25H;32;110;-;PFL;25H;;;
22010                            X;;22010;LINE;GILET;NOURRISSON;25H;34;110;-;PFL;25H;;;
22011                            X;;22011;LOUS;GILET;NOURRISSON;25H;30;100;-;PFL;25H;;;
22012                            X;;22012;LORANT;GILET;NOURRISSON;25H;38;130;-;PFL;25H;;;
22013                            X;;22013;LIENDA;LOUNGE WEAR;NOURRISSON;25H;40;140;-;PFL;25H;;;
22014                            X;;22014;LISA;LOUNGE WEAR;NOURRISSON;25H;47;160;-;PFL;25H;;;
22015                            X;;22015;LINA;SET;NOURRISSON;25H;47;150;-;PFL;25H;;;
22017                            X;;22017;LAMIER;GILET;COMETEX;25H;35;110;-;PFL;25H;;;
22018                            X;;22018;LANTANA;GILET;COMETEX;25H;32;110;-;PFL;25H;;;
22019                            X;;22019;LAPACHO;PULL;COMETEX;25H;33;110;-;PFL;25H;;;
22020                            X;;22020;LATHYRUS;PULL;COMETEX;25H;31;110;-;PFL;25H;;;
22021                            X;;22021;LAURIER;PULL;COMETEX;25H;33;120;-;PFL;25H;;;
22022                            X;;22022;LAVANDE;PULL;COMETEX;25H;30;110;-;PFL;25H;;;
22023                            X;;22023;LAVATERE;DEBARDEUR;COMETEX;25H;26;90;-;PFL;25H;;;
22024                            X;;22024;LEONOTIS;PULL;COMETEX;25H;33;120;-;PFL;25H;;;
22025                            X;;22025;LEPTINELLA;PULL;COMETEX;25H;34;120;-;PFL;25H;;;
22026                            X;;22026;LESPEDEZA;PULL;COMETEX;25H;32;110;-;PFL;25H;;;
22027                            X;;22027;LEWISIA;PULL;COMETEX;25H;32;120;-;PFL;25H;;;
22028                            X;;22028;LIATRIS;GILET;COMETEX;25H;34;110;-;PFL;25H;;;
22029                            X;;22029;LICUALA;GILET;COMETEX;25H;32;110;-;PFL;25H;;;
22030                            X;;22030;LIANE;GILET;COMETEX;25H;34;110;-;PFL;25H;;;
22031                            X;;22031;LIGULAIRE;ROBE;COMETEX;25H;34;130;-;PFL;25H;;;
22032                            X;;22032;LIMANTHES;LOUNGE WEAR;COMETEX;25H;60;180;-;PFL;25H;;;
22033                            X;;22033;LIN;PULL;COMETEX;25H;32;100;-;PFL;25H;;;
22036                            X;;22036;LIOARIS;PULL;COMETEX;25H;29;100;-;PFL;25H;;;
22037                            X;;22037;LISERON;PULL;COMETEX;25H;31;100;-;PFL;25H;;;
22038                            X;;22038;LITHODORA;PULL;COMETEX;25H;28;90;-;PFL;25H;;;
22039                            X;;22039;LOBELIA;PULL;COMETEX;25H;31;110;-;PFL;25H;;;
22040                            X;;22040;LOTUS;PULL;COMETEX;25H;28;90;-;PFL;25H;;;
22041                            X;;22041;LUFFA;PULL;COMETEX;25H;29;90;-;PFL;25H;;;
22042                            X;;22042;LUDISIA;GILET;COMETEX;25H;32;110;-;PFL;25H;;;
22043                            X;;22043;LUPIN;LOUNGE WEAR;COMETEX;25H;60;170;-;PFL;25H;;;
22044                            X;;22044;LUZULE;LOUNGE WEAR;COMETEX;25H;60;170;-;PFL;25H;;;
22045                            X;;22045;LYCASTE;PULL;COMETEX;25H;31;100;-;PFL;25H;;;
22046                            X;;22046;LYS;GILET;COMETEX;25H;35;120;-;PFL;25H;;;
22047                            X;;22047;LYSIMAQUE;PULL;COMETEX;25H;33;120;-;PFL;25H;;;
22048                            X;;22048;LYSICHITON;PULL;COMETEX;25H;33;120;-;PFL;25H;;;
22049                            X;;22049;LOTIER;PULL;COMETEX;25H;33;120;-;PFL;25H;;;
22050                            X;;22050;LAITERON;PONCHO;COMETEX;25H;31;110;-;PFL;0H2;;;
22052                            X;;22052;LEVANA;VESTE;ARTEMIS;25H;61;200;-;PFL;25H;;;
22053                            X;;22053;LYNDIA;PANTALON;ARTEMIS;25H;36;120;-;PFL;25H;;;
22054                            X;;22054;LYSIANE;PANTALON;ARTEMIS;25H;34;110;-;PFL;25H;;;
22055                            X;;22055;LUMA;BLOUSE;ARTEMIS;25H;29;100;-;PFL;25H;;;
22056                            X;;22056;LETHICIA;CHEMISE;ARTEMIS;25H;35;120;-;PFL;25H;;;
22057                            X;;22057;LIETTE;CHEMISE;ARTEMIS;25H;31;100;-;PFL;25H;;;
22058                            X;;22058;LAUNA;CHEMISE;ARTEMIS;25H;34;110;-;PFL;25H;;;
22060                            X;;22060;LYSIA;BLOUSE;ARTEMIS;25H;32;110;-;PFL;25H;;;
22061                            X;;22061;LORIE;CHEMISE;ARTEMIS;25H;50;150;-;PFL;25H;;;
22062                            X;;22062;LASSINE;PANTALON;ARTEMIS;25H;33;110;-;PFL;25H;;;
22063                            X;;22063;LUDJI;PANTALON;ARTEMIS;25H;35;120;-;PFL;25H;;;
22064                            X;;22064;LYRON;CHEMISE;ARTEMIS;25H;35;120;-;PFL;25H;;;
22065                            X;;22065;LYNDIE;CHEMISE;ARTEMIS;25H;55;180;-;PFL;25H;;;
22066                            X;;22066;LANA;PANTALON;SORECO;25H;38;140;-;PFL;25H;;;
22067                            X;;22067;LAURALY;PANTALON;SORECO;25H;38;140;-;PFL;25H;;;
22068                            X;;22068;LARA;PANTALON;SORECO;25H;35;130;-;PFL;25H;;;
22069                            X;;22069;LORNA;PANTALON;SORECO;25H;35;120;-;PFL;25H;;;
22070                            X;;22070;LYORA;PANTALON;SORECO;25H;34;110;-;PFL;25H;;;
22071                            X;;22071;LOISE;PANTALON;SORECO;25H;33;110;-;PFL;25H;;;
22072                            X;;22072;LAIDA;PANTALON;SORECO;25H;38;140;-;PFL;25H;;;
22073                            X;;22073;LYANA;PANTALON;SORECO;25H;33;110;-;PFL;25H;;;
22075                            X;;22075;LILANDRA;PANTALON;STE PRIMAVET;25H;30;110;-;PFL;25H;;;
22076                            X;;22076;LORINE;PANTALON;STE PRIMAVET;25H;32;130;-;PFL;25H;;;
22077                            X;;22077;LITAL;PANTALON;STE PRIMAVET;25H;29;120;-;PFL;25H;;;
22078                            X;;22078;LORA;PANTALON;STE PRIMAVET;25H;32;130;-;PFL;25H;;;
22079                            X;;22079;LUBAN;PANTALON;STE PRIMAVET;25H;29;120;-;PFL;25H;;;
22080                            X;;22080;LORELLA;PANTALON;STE PRIMAVET;25H;31;120;-;PFL;25H;;;
22081                            X;;22081;LYNDA;PANTALON;STE PRIMAVET;25H;34;140;-;PFL;25H;;;
22082                            X;;22082;LOLLA;PANTALON;STE PRIMAVET;25H;30;110;-;PFL;25H;;;
22083                            X;;22083;LISANDRE;PANTALON;ARTEMIS;25H;34;120;-;PFL;25H;;;
22084                            X;;22084;LIDA;CHEMISE;STE TEX-MODE;25H;33;120;-;PFL;25H;;;
22085                            X;;22085;LYVANE;ROBE;ROSELLA;25H;64;200;-;PFL;25H;;;
22086                            X;;22086;LEMY;BLOUSE;ROSELLA;25H;35;110;-;PFL;25H;;;
22087                            X;;22087;LONAVLA;ROBE;ROSELLA;25H;66;210;-;PFL;25H;;;
22088                            X;;22088;LOMA;VESTE;ROSELLA;25H;71;230;-;PFL;25H;;;
22089                            X;;22089;LISKAM;PANTALON;ROSELLA;25H;38;120;-;PFL;25H;;;
22090                            X;;22090;LAGOA;VESTE;ROSELLA;25H;69;230;-;PFL;25H;;;
22091                            X;;22091;LYSANDRA;PANTALON;ROSELLA;25H;37;120;-;PFL;25H;;;
22092                            X;;22092;LARPINTA;PANTALON;ROSELLA;25H;38;120;-;PFL;25H;;;
22093                            X;;22093;LIVATA;VESTE;ROSELLA;25H;71;250;-;PFL;25H;;;
22094                            X;;22094;LUKLA;PANTALON;ROSELLA;25H;38;130;-;PFL;25H;;;
22095                            X;;22095;LIRANG;CHEMISE;ROSELLA;25H;37;140;-;PFL;25H;;;
22096                            X;;22096;LANTAU;VESTE;ROSELLA;25H;70;220;-;PFL;25H;;;
22097                            X;;22097;LEMEI;PANTALON;ROSELLA;25H;36;110;-;PFL;25H;;;
22098                            X;;22098;LISBONNE;VESTE;ROSELLA;25H;69;250;-;PFL;25H;;;
22099                            X;;22099;LARNACA;JUPE;ROSELLA;25H;36;130;-;PFL;25H;;;
22100                            X;;22100;LOURDES;PANTALON;ROSELLA;25H;40;140;-;PFL;25H;;;
22101                            X;;22101;LURE;VESTE;ROSELLA;25H;72;250;-;PFL;25H;;;
22102                            X;;22102;LIVINGO;PANTALON;ROSELLA;25H;37;140;-;PFL;25H;;;
22103                            X;;22103;LEMMON;ROBE;ROSELLA;25H;46;220;-;PFL;25H;;;
22105                            X;;22105;LASSEN;CHEMISE;ROSELLA;25H;39;130;-;PFL;25H;;;
22106                            X;;22106;LIAM;PANTALON JOGGING;SOMOTEX;25H;26;90;-;PFL;25H;;;
22108                            X;;22108;LAVINIA;PANTALON;SORECO;25H;37;140;-;PFL;25H;;;
22110                            X;;22110;LAURE;PYJAMA;DELFINO;25H;45;120;-;PFL;25H;;;
22111                            X;;22111;LIV;PYJAMA;DELFINO;25H;41;110;-;PFL;25H;;;
22112                            X;;22112;LENA;TEE SHIRT;DELFINO;25H;22;80;-;PFL;25H;;;
22113                            X;;22113;LESIA;TEE SHIRT;MAILLE CLUB;25H;21;70;-;PFL;25H;;;
22114                            X;;22114;LOHANE;TEE SHIRT;MAILLE CLUB;25H;19;70;-;PFL;25H;;;
22115                            X;;22115;LINIA;TEE SHIRT;MAILLE CLUB;25H;18;70;-;PFL;25H;;;
22116                            X;;22116;LENDA;BLOUSE;MAILLE CLUB;25H;28;100;-;PFL;25H;;;
22117                            X;;22117;LOUBRA;PANTALON;MAILLE CLUB;25H;41;140;-;PFL;25H;;;
22118                            X;;22118;LAENA;JUPE;MAILLE CLUB;25H;33;130;-;PFL;25H;;;
22120                            X;;22120;LEXIE;BLOUSE;MAILLE CLUB;25H;35;110;-;PFL;25H;;;
22121                            X;;22121;LUDIVYNE;legging;MAILLE CLUB;25H;29;110;-;PFL;25H;;;
22122                            X;;22122;LINSHA;legging;MAILLE CLUB;25H;30;110;-;PFL;25H;;;
22123                            X;;22123;LAMIRA;ROBE;MAILLE CLUB;25H;42;150;-;PFL;25H;;;
22124                            X;;22124;LEONELLA;ROBE;MAILLE CLUB;25H;48;170;-;PFL;25H;;;
22125                            X;;22125;LOURENTINE;ROBE;MAILLE CLUB;25H;43;150;-;PFL;25H;;;
22126                            X;;22126;LISSIANE;ROBE;MAILLE CLUB;25H;46;180;-;PFL;25H;;;
22127                            X;;22127;LUDOVINE;PANTALON;MAILLE CLUB;25H;40;130;-;PFL;25H;;;
22128                            X;;22128;LETTONIE;TEE SHIRT;STE TEX-MODE;25H;17;60;-;PFL;25H;;;
22129                            X;;22129;LIBERIA;TEE SHIRT;STE TEX-MODE;25H;14;60;-;PFL;25H;;;
22130                            X;;22130;LONNY;COMBINAISON;ARTEMIS;25H;60;190;-;PFL;25H;;;
22131                            X;;22131;LORAY;ROBE;ARTEMIS;25H;56;180;-;PFL;25H;;;
22132                            X;;22132;LAIGNE;BLOUSE;ARTEMIS;25H;32;100;-;PFL;25H;;;
22133                            X;;22133;LONDE;BLOUSE;ARTEMIS;25H;36;120;-;PFL;25H;;;
22135                            X;;22135;LANCE;BLOUSE;ARTEMIS;25H;34;140;-;PFL;25H;;;
22137                            X;;22137;LARGO;PYJAMA;DELFINO;25H;39;100;-;PFL;25H;;;
22138                            X;;22138;LUBIN;ROBE;METAPHORE LINE;25H;38;130;-;PFL;25H;;;
22139                            X;;22139;LOVA;PULL;STE GAT FASHION;25H;24;90;-;PFL;25H;;;
22140                            X;;22140;LAZARD;LOUNGE WEAR;NOURRISSON;25H;48;170;-;PFL;25H;;;
22142                            X;;22142;LENNY;HOMEWEAR;SOS BESBES DE COMMERCE;25H;34;120;-;PFL;25H;;;
22143                            X;;22143;LIORA;PANTALON;STE PRIMAVET;25H;31;110;-;PFL;25H;;;
22145                            X;;22145;LUDWIN;VESTE;ARTEMIS;25H;58;190;-;PFL;25H;;;
22146                            X;;22146;LUDVICE;PANTALON;ARTEMIS;25H;34;110;-;PFL;25H;;;
22147                            X;;22147;LYA;CHEMISE;TIN TRADE;25H;33;130;-;PFL;25H;;;
22148                            X;;22148;LONIE;PULL;TWIN BREEZE;25H;18;80;-;PFL;25H;;;
22150                            X;;22150;LETICE;BLOUSE;SOS BESBES DE COMMERCE;25H;27;90;-;PFL;25H;;;
22151                            X;;22151;LIEBERT;CHEMISE;SOS BESBES DE COMMERCE;25H;27;90;-;PFL;25H;;;
22152                            X;;22152;LEVINA;JUPE;SOS BESBES DE COMMERCE;25H;25;90;-;PFL;25H;;;
22153                            X;;22153;LARIE;PANTALON;SOS BESBES DE COMMERCE;25H;25;90;-;PFL;25H;;;
22154                            X;;22154;LORAINE;PANTALON;SOS BESBES DE COMMERCE;25H;25;100;-;PFL;25H;;;
22155                            X;;22155;LENARD;PANTALON;SOS BESBES DE COMMERCE;25H;25;110;-;PFL;25H;;;
22156                            X;;22156;LIZE;legging;SOS BESBES DE COMMERCE;25H;25;90;-;PFL;25H;;;
22158                            X;;22158;LUDAN;CHEMISE;TIN TRADE;25H;23;100;-;PFL;25H;;;
22159                            X;;22159;LUKA;JUPE;TIN TRADE;25H;29;130;-;PFL;25H;;;
22160                            X;;22160;LIEVE;SET;TIN TRADE;25H;51;190;-;PFL;25H;;;
22162                            X;;22162;LOURALINE;VESTE;MAILLE CLUB;25H;68;230;-;PFL;25H;;;
22163                            X;;22163;LEONTINE;VESTE;MAILLE CLUB;25H;71;250;-;PFL;25H;;;
22164                            X;;22164;LOUJI;MANTEAU;MAILLE CLUB;25H;106;300;-;PFL;25H;;;
22170                            X;;22170;LORETTE;VESTE;STE TEX-MODE;25H;40;150;-;PFL;25H;;;
22171                            X;;22171;LAZARELLE;PANTALON;STE TEX-MODE;25H;30;110;-;PFL;25H;;;
22172                            X;;22172;LUNIVA;PANTALON;STE TEX-MODE;25H;30;110;-;PFL;25H;;;
22173                            X;;22173;LYOR;BLOUSE;ARTEMIS;25H;35;120;-;PFL;25H;;;
22174                            X;;22174;LYSE;PANTALON;ARTEMIS;25H;35;110;-;PFL;25H;;;
22175                            X;;22175;LYNDIE;PANTALON;ARTEMIS;25H;36;120;-;PFL;25H;;;
22177                            X;;22177;LEONA;CHEMISE;ARTEMIS;25H;30;110;-;PFL;25H;;;
22178                            X;;22178;LYVIO;BLOUSE;ARTEMIS;25H;33;110;-;PFL;25H;;;
22179                            X;;22179;LOUKIA;VESTE;ARTEMIS;25H;66;250;-;PFL;25H;;;
22180                            X;;22180;LOUISETTE;JUPE;ARTEMIS;25H;34;130;-;PFL;25H;;;
22181                            X;;22181;LANDJA;ROBE;ARTEMIS;25H;41;140;-;PFL;25H;;;
22182                            X;;22182;LOVINA;PANTALON;ARTEMIS;25H;35;120;-;PFL;25H;;;
22183                            X;;22183;LOUKINA;PANTALON;ARTEMIS;25H;29;110;-;PFL;25H;;;
22184                            X;;22184;LYONDRA;VESTE;ARTEMIS;25H;57;190;-;PFL;25H;;;
22185                            X;;22185;LOUPZE;JOGGING;MB;25H;54;170;-;PFL;25H;;;
22186                            X;;22186;LUDMILA;PANTALON;TWIN BREEZE;25H;26;90;-;PFL;25H;;;
22187                            X;;22187;LAWRY;DEBARDEUR;NBL;25H;13;35;-;PFL;0H2;;;
22188                            X;;22188;LAIZA;SLIP;NBL;25H;12;30;-;PFL;0H2;;;
22189                            X;;22189;LANI;SLIP;NBL;25H;13;35;-;PFL;0H2;;;
22190                            X;;22190;LATIMY;PANTALON;MY LOOK;25H;27;100;-;PFL;25H;;;
22191                            X;;22191;LYVAN;CHEMISE;MY LOOK;25H;27;90;-;PFL;25H;;;
22192                            X;;22192;LEORA;VESTE;MY LOOK;25H;47;150;-;PFL;25H;;;
22193                            X;;22193;LYRIA;PANTALON;MY LOOK;25H;27;90;-;PFL;25H;;;
22194                            X;;22194;LYSIAN;CHEMISE DE NUIT;DELFINO;25H;31;90;-;PFL;25H;;;
22195                            X;;22195;LYRIA;PYJAMA;DELFINO;25H;39;110;-;PFL;25H;;;
22196                            X;;22196;LYNSEY;JOGGING;STE TEX-MODE;25H;51;180;-;PFL;25H;;;
22197                            X;;22197;LIAZID;CHEMISE;ROSELLA;25H;35;120;-;PFL;25H;;;
22198                            X;;22198;LIDIANE;ROBE;ROSELLA;25H;60;190;-;PFL;25H;;;
22199                            X;;22199;LIBORIO;ROBE;ROSELLA;25H;68;220;-;PFL;25H;;;
22200                            X;;22200;LICINIO;BLOUSE;ROSELLA;25H;37;120;-;PFL;25H;;;
22201                            X;;22201;LIDWINE;BLOUSE;ROSELLA;25H;38;120;-;PFL;25H;;;
22202                            X;;22202;LIDO;ROBE;ROSELLA;25H;60;190;-;PFL;25H;;;
22203                            X;;22203;LILIO;BLOUSE;ROSELLA;25H;37;120;-;PFL;25H;;;
22204                            X;;22204;LILYROSE;PANTALON;ROSELLA;25H;38;140;-;PFL;25H;;;
22205                            X;;22205;LIOUBA;ROBE;TIN TRADE;25H;61;200;-;PFL;25H;;;
22206                            X;;22206;LITA;SET;TIN TRADE;25H;62;220;-;PFL;25H;;;
22207                            X;;22207;LOAN;HOMEWEAR;METAPHORE LINE;25H;42;140;-;PFL;25H;;;
22208                            X;;22208;LENZO;CALECON;METAPHORE LINE;25H;20;60;-;PFL;25H;;;
22209                            X;;22209;LASAL;VESTE;METAPHORE LINE;25H;35;150;-;PFL;25H;;;
22210                            X;;22210;LILIA;JOGGING;DELFINO;25H;79;250;-;PFL;25H;;;
22211                            X;;22211;LYRA;JOGGING;DELFINO;25H;68;210;-;PFL;25H;;;
22212                            X;;22212;LESLIE;CHEMISE DE NUIT;DELFINO;25H;32;100;-;PFL;25H;;;
22213                            X;;22213;LILINE;PULL;STE GAT FASHION;25H;28;100;-;PFL;25H;;;
22214                            X;;22214;LORANI;TENUE VENDEUR(se);METAPHORE LINE;25H;19;0;-;PFL;25H;;;
22215                            X;;22215;LAURENTINE;PYJAMA;DELFINO;25H;38;110;-;PFL;25H;;;
22216                            X;;22216;LORENA;PYJAMA;DELFINO;25H;47;130;-;PFL;25H;;;
22217                            X;;22217;LIKA;BLOUSE;STE TEX-MODE;25H;34;120;-;PFL;25H;;;
22218                            X;;22218;LINOULIA;CHEMISE;STE TEX-MODE;25H;33;130;-;PFL;25H;;;
22219                            X;;22219;LETO;CHEMISE;STE TEX-MODE;25H;35;140;-;PFL;25H;;;
22220                            X;;22220;LETTA;CHEMISE;STE TEX-MODE;25H;33;120;-;PFL;25H;;;
22221                            X;;22221;LORINDA;CHEMISE;STE TEX-MODE;25H;38;140;-;PFL;25H;;;
22222                            X;;22222;LALI;TEE SHIRT;STE TEX-MODE;25H;19;60;-;PFL;25H;;;
22223                            X;;22223;LYZI;TEE SHIRT;STE TEX-MODE;25H;18;60;-;PFL;25H;;;
22224                            X;;22224;LUCINE;BLOUSE;STE TEX-MODE;25H;35;140;-;PFL;25H;;;
22225                            X;;22225;LOTTI;SWEATSHIRT;STE TEX-MODE;25H;35;110;-;PFL;25H;;;
22228                            X;;22228;LYONA;JOGGING;STE TEX-MODE;25H;60;190;-;PFL;25H;;;
22229                            X;;22229;LOANA;PANTALON;STE TEX-MODE;25H;32;100;-;PFL;25H;;;
22230                            X;;22230;LIRIA;PANTALON JOGGING;STE TEX-MODE;25H;32;90;-;PFL;25H;;;
22231                            X;;22231;LYSSIA;PANTALON JOGGING;STE TEX-MODE;25H;32;100;-;PFL;25H;;;
22232                            X;;22232;LORIANE;SWEATSHIRT;STE TEX-MODE;25H;32;110;-;PFL;25H;;;
22233                            X;;22233;LAMISS;CHEMISE;STE TEX-MODE;25H;35;110;-;PFL;25H;;;
22234                            X;;22234;LINCIA;PULL;COMETEX;25H;25;120;-;PFL;0H2;;;
22235                            X;;22235;LYMA;PYJAMA;STE TEX-MODE;25H;56;180;-;PFL;25H;;;
22236                            X;;22236;LORELINE;PYJAMA;STE TEX-MODE;25H;38;130;-;PFL;25H;;;
22237                            X;;22237;LIUDIE;CHEMISE;ARTEMIS;25H;33;120;-;PFL;25H;;;
22238                            X;;22238;LAYAL;CHEMISE;ARTEMIS;25H;33;120;-;PFL;25H;;;
22239                            X;;22239;LINOI;MANTEAU;ARTEMIS;25H;84;260;-;PFL;25H;;;
22240                            X;;22240;LUCIANE;MANTEAU;OMRIFEX;25H;101;350;-;PFL;25H;;;
22241                            X;;22241;LAISA;TEE SHIRT;STE TEX-MODE;25H;17;60;-;PFL;25H;;;
22242                            X;;22242;LOENA;PYJAMA;AICHA FASHION;25H;44;140;-;PFL;25H;;;
22243                            X;;22243;LOREDANA;TEE SHIRT;AICHA FASHION;25H;17;60;-;PFL;25H;;;
22244                            X;;22244;LAURALINE;SOUS PULL;AICHA FASHION;25H;17;60;-;PFL;25H;;;
22245                            X;;22245;LAYELE;CHEMISE;TIN TRADE;25H;39;140;-;PFL;25H;;;
22246                            X;;22246;LOURENCE;PANTALON;TIN TRADE;25H;28;110;-;PFL;25H;;;
22247                            X;;22247;LORETTA;PYJAMA;STE TEX-MODE;25H;29;100;-;PFL;25H;;;
22248                            X;;22248;LIVINE;CHEMISE;TIN TRADE;25H;31;130;-;PFL;25H;;;
22249                            X;;22249;LEVI;MANTEAU;OMRIFEX;25H;101;350;-;PFL;25H;;;
22250                            X;;22250;LAODICE;DOUDOUNE;SOTTEX;25H;58;200;-;PFL;25H;;;
22251                            X;;22251;LAOURA;ROBE;ROSELLA;25H;65;230;-;PFL;25H;;;
22252                            X;;22252;LARINE;VESTE;ROSELLA;25H;70;250;-;PFL;25H;;;
22253                            X;;22253;LAOUENE;PANTALON;ROSELLA;25H;37;140;-;PFL;25H;;;
22254                            X;;22254;LASANE;VESTE;ROSELLA;25H;70;250;-;PFL;25H;;;
22255                            X;;22255;LASLO;JUPE;ROSELLA;25H;38;140;-;PFL;25H;;;
22256                            X;;22256;LAUDE;PANTALON;ROSELLA;25H;38;140;-;PFL;25H;;;
